author_id,created_at.x,id,lang,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,verified,created_at.y,location,name,description,url,username
52626317,2021-04-21T02:28:33.000Z,1384695520736817157,es,@SilvioUgalde @ElinaOliva Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/yVGgznCAgu,0,0,0,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
52626317,2021-04-21T02:26:24.000Z,1384694980070027264,es,@primeralineare1 @BlancaEwert1 Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/EGLTtrhajb,0,0,0,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
52626317,2021-04-21T02:25:35.000Z,1384694777007026176,es,@elchedelosgays @BlancaEwert1 @PrimeraLineaTw @RadioTVLiberaci @Radio19deAbril @rvfradiopopular @prensaopal @PamJiles @Pablo_Maltes @GAMBA_CL @su_opazo @EnidSoledad Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/hA0bBxS8y2,0,0,2,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
52626317,2021-04-21T02:24:06.000Z,1384694400039653378,es,@FreckIed1 Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/dVFu6WAtDn,0,0,0,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
52626317,2021-04-21T02:23:34.000Z,1384694265851297793,es,@teacher_andy @BlancaEwert1 Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/hPf1YBQmX1,0,0,0,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
52626317,2021-04-21T02:23:06.000Z,1384694148557639686,es,@GiorgioJackson Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/6toLeNbJqe,0,0,0,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
52626317,2021-04-21T02:22:41.000Z,1384694046552203265,es,@christianpviera Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/XRTHg5YO9n,0,0,0,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
52626317,2021-04-21T01:50:12.000Z,1384685872096894977,es,@mauricio_weibel Vic Mackenna 1200. Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/SxPcFY5r25,0,0,0,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
52626317,2021-04-21T01:59:18.000Z,1384688159016067078,es,"@alexis88614364 @mauricio_weibel @bettyflopy @PPD_Chile @PDC_Chile @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista De acuerdo. Pero son los únicos que lo pueden sacar, ya que nosotros no salimos a tomarnos las calles. Nosotros lo tenemos ahí",0,1,0,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
52626317,2021-04-21T01:58:11.000Z,1384687881655042059,es,@_felipecofre Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/Oz0OzY9EeU,0,0,2,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
