author_id,lang,created_at.x,id,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,url,description,name,location,verified,created_at.y,username
2935491537,es,2021-04-21T02:03:45.000Z,1384689282800132097,"@Camila_RojasV @elfrente_amplio Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",0,0,0,0,"","",BarrioBenavente,Planeta Tierra 🌏 ,FALSE,2014-12-21T17:03:00.000Z,barriobenavente
308015118,es,2021-04-21T02:11:17.000Z,1384691176146538496,"@Camila_RojasV Pero si ustedes decían que no eran solo 30 pesos   para justificar la destruccion del metro, pymes, iglesias comercio etc. ENTONCES..
 NO SOLO FUE UN TORNIQUETE fueron las consecuencias de ese acto.",2,0,7,0,"","Ingeniero de Minas, Nunca más UP para Chile, Políticamente independiente, Patriota, Católico. ¿Que buscas en mi perfil? Si me insultas o garabateas te bloqueo.",Edward Larquin,"San Miguel, Santiago, Chile",FALSE,2011-05-30T17:50:11.000Z,Eduardlarquin
319423519,es,2021-04-21T04:08:04.000Z,1384720566712741891,@cosaco86veliz @Camila_RojasV Porque es un caso aislado n° 28383892929,0,0,0,0,"","Vivo en Santiago desde finales del 2017, toco bajo 🎸🤘, Stoner Rock seeh 😈, pelotero, hincha de CD La Serena 🇩🇰",JaimikO_o S.,La Serena / Santiago,FALSE,2011-06-18T02:58:33.000Z,JaimikO_o
336021172,es,2021-04-21T04:54:53.000Z,1384732346415566849,"@Camila_RojasV Es muy poco, a un ciudadano que se defendió sin herir a nadie de una turba lo condenara a 12 años.",0,0,0,0,"","",Cristian Silva C,"",FALSE,2011-07-15T16:32:33.000Z,CristianSilvaC
339352594,es,2021-04-21T04:33:47.000Z,1384727038184071168,@Camila_RojasV Ojalá le den 15 años al profesor delincuente.,0,0,0,0,"","Chilena, Católica, amo a mi Pais, de derecha por formación, no al aborto, en defensa de todos los niños de 🇨🇱 y del 🌎 por una infancia feliz REPUBLICANA",Bernie 🇨🇱 🇫🇷 🇪🇸,"Saint-Usage, France",FALSE,2011-07-20T23:56:20.000Z,berniechile
3420492941,es,2021-04-21T02:17:58.000Z,1384692860604325889,"@Camila_RojasV Mijita, las responsabilidades son individuales y no institucionales. No sea IGNORANTE",0,1,0,0,"","Patriota, Republicano de DERECHA y digo lo que pienso. La Patria está por sobre nuestras vidas.",Rodrigo Veliz,"",FALSE,2015-08-13T17:08:29.000Z,cosaco86veliz
345711453,es,2021-04-21T03:13:12.000Z,1384706757948321793,"@Camila_RojasV No, no lo es",0,0,0,0,"","Una vez cosaco, siempre cosaco, semper fi... antiinfluencer, NO SiGAN MIS CONCEJOS 🤣",Vitto allmighty,"Linares, chile",FALSE,2011-07-31T01:51:41.000Z,vzuniga76
349423582,es,2021-04-21T02:58:41.000Z,1384703104629760006,"@Camila_RojasV Si es absurdo una pena tan baja, debiese ser superior a 11 años",0,0,0,0,"","",Jaime Rojas,"",FALSE,2011-08-06T02:33:25.000Z,JaimeRojasJerez
351689276,es,2021-04-21T02:17:23.000Z,1384692712012664833,@Camila_RojasV @contreras572 @elfrente_amplio Pero no le digan al Señorito Boric. Ese weon ama a Piñera.,0,0,1,0,"","",Juan Campos,Santiago. Chile,FALSE,2011-08-09T16:16:27.000Z,campos09juan
415791660,es,2021-04-21T03:05:23.000Z,1384704791054585863,"@Camila_RojasV Es absurdo, consodero muy poco, por ser profesor y adoctrinador deben ser unos 38 años a este HDP.",0,0,0,0,"",Vivo del ✈️ / IVI / Republicano🇨🇱🇨🇱🇨🇱 💙,Romano,SCEZ,FALSE,2011-11-18T20:34:53.000Z,romano1273
