author_id,created_at.x,id,lang,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,created_at.y,username,verified,name,url,description
1031924601192960000,2021-04-21T03:02:16.000Z,1384704008468799494,es,"@Orrego O sea te podemos agarrar PAL webeo cuando queramos y te faltamos el respeto ?????
Entiende lo que lee, o no le da para más Orrego oportunista ???",0,0,0,0,2018-08-21T15:22:51.000Z,MaUrO77th,FALSE,Mauro,"","Si no te gusta mi pensamiento te puedes ir un rato largo a la m... me producen arcada los cobardes. #RechazoALosCobardesZurdos
#ApoyoMasQueNuncaACarabineros 💚"
1053360456407113728,2021-04-20T23:03:38.000Z,1384643954650624002,es,"@NicoPreuss @bicilascondes @MobikeCL @Orrego @marcelomena @FranHernandezC @leplancton @jcienfuegos @Mariaolacevedo @alvarocisternas Hola @NicoPreuss , muchas gracias por reconocer nuestro servicio y aporte a la comunidad. Nos encantaría estar en Las Condes y contribuir a la conectividad de la ciudad. 

🚴🚴‍♂️",1,0,2,1,2018-10-19T19:01:18.000Z,bikesantiago_,FALSE,Bike Santiago,https://t.co/jfpo6IqQsJ,Somos el servicio de bicicletas públicas más grande de Stgo. ¡Las bicis naranjas!
1078303470384566273,2021-04-21T01:00:28.000Z,1384673355656224771,es,@Orrego ERES UN HDP.,0,0,0,0,2018-12-27T14:55:56.000Z,manuel02407398,FALSE,manuel,"",""
108478014,2021-04-21T04:08:27.000Z,1384720661592088576,es,"@Orrego @Orrego las fuerzas armadas no son partidos políticos ,por ende no están para el weo de nadie , ustedes los políticos de profesión están para nuestro weo ,",0,0,0,0,2010-01-26T02:16:45.000Z,fredy_beltran,FALSE,fredy beltran,"",trabajador por siempre
118554790,2021-04-21T00:30:05.000Z,1384665708227870723,es,"@Orrego La cosa es echarle leña al fuego 🔥 , no?pero si lo tocaran a ud ... apuesto q arde de rabia
Las ffaa merecen respeto .....",0,0,1,0,2010-03-01T01:58:59.000Z,llaverop,FALSE,💚👮🏻‍♂️veronica,"","hoteleria , turismo y viajes"
119109411,2021-04-21T03:13:17.000Z,1384706781004304386,es,@Orrego Qué le pasó Sr. Orrego ?  El populismo y el bacheletismo de la DC tb hizo lo que quiso con Ud ?,0,0,0,0,2010-03-02T18:07:41.000Z,claudio_solar,FALSE,Claudio Solar,"","Yo Vengo del Sur... 

Forjarán mi destino las piedras del camino

Hincha fiel del Indio Pije, Dep.Temuco 🤍💚 

Ingeniero Civil de la Gloriosa UdeC 🇺🇦"
1192959448274423808,2021-04-21T00:20:29.000Z,1384663291985813509,es,@Orrego Y ya nos cansamos de ustedes DC  prostitutas de la izquierda,0,0,0,0,2019-11-09T00:18:04.000Z,milenario1173,FALSE,HalconMilenario1173🇨🇱🇩🇪⚓,"",""
1198774806604369922,2021-04-21T02:33:51.000Z,1384696854579978241,es,"@Orrego Cuando el humor se transforma en ofensa y en incitación al odio, se abusa de los derechos de expresión. Si hubieran hecho una parodia de Daniela Vega, estarían todos reclamando o no???",0,0,0,0,2019-11-25T01:26:20.000Z,RosariodeFerna1,FALSE,Rosario de Fernandez,"",Libertad antes que todo
1200218734692098048,2021-04-21T03:03:38.000Z,1384704351814488066,es,"@cristian_arayal @melnicksergio @Orrego @RojoEdwards Es una provocación abierta a las FFAA,  que se creen estos políticos buenos para nada y la cosa ninguna. 
Creo que la sátira fue un anzuelo de la izquierda comandada por el irresponsable y resentido de Víctor Gutiérrez.",0,0,0,0,2019-11-29T01:03:50.000Z,ensutinto,FALSE,Patria y Vida. #Chileno Patriota Corta.,"","Santa Trinidad, Dios Padre, hijo, espíritu santo.
Futa Lonco, Gran Autoridad. Dios, familia, amor y patria."
1200845276799471617,2021-04-21T02:36:08.000Z,1384697430868955136,es,"@osvaldoaravena @andrespalmai @carmen_hertz @luis_toro_t @baradit @mauricio_weibel @G_Ascencio @Orrego @aundurragav @lauralbornoz @MECAMUS Ok, eso reafirma lo.bien que está que el presidente recurra al TC por 3er retiro, por la constitución ....",0,0,0,0,2019-11-30T18:33:33.000Z,AndresRuizTagl2,FALSE,Andres Ruiz Tagle,"",sincero
