author_id,id,created_at.x,lang,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,name,url,description,verified,created_at.y,location,username
383309209,1384742376443416577,2021-04-21T05:34:44.000Z,es,"Te acuerdas de este discurso @sebastianpinera, Le estás haciendo lo mismo a tú pueblo, eso si acá con la complicidad de la pseudo IZQUIERDA que no son capaces de acusarte constitucionalmente @PDC_Chile @PSChile @PPD_Chile @PRSDChile @RDemocratica @elfrente_amplio @la_convergencia https://t.co/MO9EsxNVTy",0,0,1,0,Yo APRUEBO Justo Sánchez,"","Dirigente Asociación Nacional de Funcionarios de Aduanas 
Andino de corazón, mi corazón ❤ siempre a la izquierda.",FALSE,2011-10-01T17:02:45.000Z,"Los Andes, Chile",jufesa1967
383309209,1384737113690755074,2021-04-21T05:13:49.000Z,es,"Los mismos traidores de siempre el @PDC_Chile y el @PSChile, cuando vaya a votar no se olvide de estos 2 partidos defensores de @sebastianpinera https://t.co/d0HGeniwh4",0,0,0,0,Yo APRUEBO Justo Sánchez,"","Dirigente Asociación Nacional de Funcionarios de Aduanas 
Andino de corazón, mi corazón ❤ siempre a la izquierda.",FALSE,2011-10-01T17:02:45.000Z,"Los Andes, Chile",jufesa1967
383309209,1384735639489372160,2021-04-21T05:07:58.000Z,es,"qué echarle a la olla. Ojalá que te pese, porque te caera todo el peso de nuestro descontento, frustración e impotencia.
#Quieromitercerretiro #PiñeraCorrupto #fuerapiñeractm 
#conelpuebloNo
Copia y pega.
CC: a los corruptos y vendidos de la @PDC_Chile @PPD_Chile @PRSDChile",0,1,0,0,Yo APRUEBO Justo Sánchez,"","Dirigente Asociación Nacional de Funcionarios de Aduanas 
Andino de corazón, mi corazón ❤ siempre a la izquierda.",FALSE,2011-10-01T17:02:45.000Z,"Los Andes, Chile",jufesa1967
47511512,1384705017811247106,2021-04-21T03:06:17.000Z,es,@PSChile y @PDC_Chile despues no vengan a llorar cuando a @sebastianpinera lo saquemos a pata en la raja. https://t.co/4VNnZbVcO1,0,0,0,0,Nicolas Silva,"",Adorador del maligno y drogadicto de los videojuegos. #APRUEBO #ConvencionConstitucional #MixtaNo,FALSE,2009-06-16T02:01:11.000Z,San Bernardo-Santiago,nico_silva93
47807426,1384706916551741441,2021-04-21T03:13:50.000Z,es,"@chickacko_kakan No! La ""oposición"" @PDC_Chile y el @PSChile 
Anunciaron que protegerán a piñera otra vez",1,1,2,0,Kenof55,"","El sabio evoluciona, el necio se aferra a sus dogmas y muere con ellos, solo la lucha nos hará libres, adelante con todas las fuerzas de la historia.",FALSE,2009-06-17T01:33:27.000Z,Stgo. de Chile,eugeniofarias
47807426,1384704122293821440,2021-04-21T03:02:43.000Z,es,"Afírmense mierdas...el @PS_Chile y lis inDCentes @PDC_Chile ya anunciaron que rechazan acusación constitucional contra su presidente favorito, piñera, no los necesitamos 
#PiñeraVamosXti",0,0,0,0,Kenof55,"","El sabio evoluciona, el necio se aferra a sus dogmas y muere con ellos, solo la lucha nos hará libres, adelante con todas las fuerzas de la historia.",FALSE,2009-06-17T01:33:27.000Z,Stgo. de Chile,eugeniofarias
499970787,1384704627745116162,2021-04-21T03:04:44.000Z,und,@jucal01 @SofiaSofa4 @Claudia_Mix @marchant_carlos @PDC_Chile 🔥🔥🔥🔥🇨🇱🇨🇱🇨🇱,0,0,0,0,R.A.T.G.Z.,"","",FALSE,2012-02-22T17:31:29.000Z,"Talca, Chile",_4279809328111
52626317,1384708442041069570,2021-04-21T03:19:53.000Z,es,@chickacko_kakan @Vielinuz Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/1TNX1kslZr,1,0,2,0,Eduardo Villalobos #NuevaConstitucion,"",Somos arquitectos de nuestro  propio destino,FALSE,2009-07-01T03:58:23.000Z,Chile,edovillalobosf
52626317,1384707650500403200,2021-04-21T03:16:45.000Z,es,@Enriprimero @ElinaOliva @sebastianpinera Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/1TNX1kslZr,0,0,0,0,Eduardo Villalobos #NuevaConstitucion,"",Somos arquitectos de nuestro  propio destino,FALSE,2009-07-01T03:58:23.000Z,Chile,edovillalobosf
52626317,1384708102268796928,2021-04-21T03:18:32.000Z,es,@pparcos1 @ElinaOliva Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/1TNX1kslZr,0,0,0,0,Eduardo Villalobos #NuevaConstitucion,"",Somos arquitectos de nuestro  propio destino,FALSE,2009-07-01T03:58:23.000Z,Chile,edovillalobosf
52626317,1384708339716837377,2021-04-21T03:19:29.000Z,es,@karenglavic @ElinaOliva Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/1TNX1kslZr,0,0,0,0,Eduardo Villalobos #NuevaConstitucion,"",Somos arquitectos de nuestro  propio destino,FALSE,2009-07-01T03:58:23.000Z,Chile,edovillalobosf
52626317,1384707412670795778,2021-04-21T03:15:48.000Z,es,@Lusaco0 @ElinaOliva Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista,2,0,1,0,Eduardo Villalobos #NuevaConstitucion,"",Somos arquitectos de nuestro  propio destino,FALSE,2009-07-01T03:58:23.000Z,Chile,edovillalobosf
52626317,1384708152000712704,2021-04-21T03:18:44.000Z,es,@Hmolinamilman @ElinaOliva Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/1TNX1kslZr,0,0,0,0,Eduardo Villalobos #NuevaConstitucion,"",Somos arquitectos de nuestro  propio destino,FALSE,2009-07-01T03:58:23.000Z,Chile,edovillalobosf
