author_id,id,created_at.x,lang,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,name,url,description,verified,created_at.y,username
1005918268824137728,1384730903834935297,2021-04-21T04:49:09.000Z,es,@El_Rodriguito @realFranciscoDM @Lafacha8 @mcubillossigall @Girealaderecha @melnicksergio Callate bastardo ctm basura,0,0,0,0,Sebastian 🙈,"","Apasionado del fútbol,  hincha del más grande Chile , amante de los animales , ni de  derecha ni de  izquierda .",FALSE,2018-06-10T21:02:59.000Z,eltatan79
102969514,1384732281999400962,2021-04-21T04:54:37.000Z,es,"@mcubillossigall @sebastianpinera Ex ministra, con todo respeto, porque tanta testadures en el presidente, en que le afecta a el en que la gente retire su 10%, con el cual paga intereses, impuesto y demás, podría explicar??",0,0,0,0,Alvaro Torres,"","",FALSE,2010-01-08T12:27:29.000Z,Alvaroro7
103059095,1384711195261915139,2021-04-21T03:30:50.000Z,es,"@mcubillossigall @sebastianpinera Pie forzado, solito se puso en esa posición por no haber hecho antes lo correcto",3,0,8,0,A Paso firme,https://t.co/40xgyH0Cw3,"“Todo lo que escuchamos es una opinión, no un hecho. Todo lo que vemos es una perspectiva, no es la verdad.” Marco Aurelio / 6Sigma Certified - SAP FICO-Q&A-ERM",FALSE,2010-01-08T18:56:50.000Z,rodolfopereze
1076823072,1384715494276616192,2021-04-21T03:47:55.000Z,und,@mcubillossigall @sebastianpinera https://t.co/NPVPyhae15,0,0,0,0,Rodrigo Valdenegro C,https://t.co/IXCcSylsku,"Magister, Psicologo, Profesor

Libertad- Igualdad- Fraternidad",FALSE,2013-01-10T15:06:14.000Z,rodrigovaldeneg
107880250,1384721009492774913,2021-04-21T04:09:50.000Z,es,@mcubillossigall @sebastianpinera Espero que TU presidente termine preso por violacion a los DDHH y los robos continuos,0,0,1,0,Rosabel Peña,"",Quiero un país definitivamente libre de represion.                             colocolina de nacimiento 💕.,FALSE,2010-01-24T02:29:49.000Z,Keehyl
1085905310416543744,1384712247654719489,2021-04-21T03:35:01.000Z,es,"@El_Rodriguito @realFranciscoDM @mcubillossigall @Girealaderecha @melnicksergio Yo no tengo ningún bono y mi pensión es de 200 mil pesos y mi hijo tampoco y un año sin trabajar por un cáncer tampoco y si no me crees te mando por dm, mi número de rut para que lo veas, eso respondieron👇 https://t.co/H6n8mw3tP3",3,0,3,0,🇨🇱 Tiafacha 🇨🇱,"",🇨🇱 SOY PATRIOTA Y PINOCHETISTA DE CORAZÓN 🇨🇱  SI ES ZURDO VAYASE A LA CSM.. #CORTA,FALSE,2019-01-17T14:22:55.000Z,Lafacha8
1085905310416543744,1384708456372912132,2021-04-21T03:19:57.000Z,es,@realFranciscoDM @mcubillossigall @Girealaderecha @WenaChile @melnicksergio @desbordes Esposa de éste csm tenía qué ser❓Antes me Preguntaba cómo ésta mujer tan inteligente esta casada con ese weon ? Me equivoqué cmm👇 https://t.co/6uV6p5I7Ef,2,1,6,1,🇨🇱 Tiafacha 🇨🇱,"",🇨🇱 SOY PATRIOTA Y PINOCHETISTA DE CORAZÓN 🇨🇱  SI ES ZURDO VAYASE A LA CSM.. #CORTA,FALSE,2019-01-17T14:22:55.000Z,Lafacha8
109713178,1384738574764068866,2021-04-21T05:19:38.000Z,es,"@mcubillossigall @sebastianpinera Es más, mucho de lo que estoy diciendo, no solo lo digo yo, lo he mantenido. También muchas veces se oí a tu cónyuge @allamand , y también al Presidente, @sebastianpinera , acuérdase, usted voto y trabajo, junto a su padre, por el rechazo a la Constitución, en el año 1980",0,0,0,0,P.P.CruzRencoret,"","",FALSE,2010-01-30T00:44:38.000Z,ppcruzrenco
109713178,1384737604470550530,2021-04-21T05:15:46.000Z,es,"@mcubillossigall @sebastianpinera Cómo que bien Marcela lo hecho por el Presidente. Acuérdate cómo nació está Constitución. Entre 4 paredes, por gobierno de facto, aprobado por un plebiscito sin registros electorales y sin que oposición pudiera expresarse, es más ella fue torturada, muerta y secuestrada",0,1,0,0,P.P.CruzRencoret,"","",FALSE,2010-01-30T00:44:38.000Z,ppcruzrenco
1147208569844117505,1384711384861134850,2021-04-21T03:31:35.000Z,und,@ipoduje @mcubillossigall https://t.co/WgOKAdztVW,0,0,0,0,@Quintil,"",Esposo y Papá 24/7,FALSE,2019-07-05T18:20:11.000Z,Quintil9
