author_id,text,id,lang,created_at.x,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,name,url,created_at.y,description,verified,username
383309209,"@PSChile @PCdeChile
@RDemocratica @elfrente_amplio @la_convergencia",1384735641125195779,und,2021-04-21T05:07:58.000Z,0,0,0,0,Yo APRUEBO Justo Sánchez,"",2011-10-01T17:02:45.000Z,"Dirigente Asociación Nacional de Funcionarios de Aduanas 
Andino de corazón, mi corazón ❤ siempre a la izquierda.",FALSE,jufesa1967
383309209,Ni por ningún candidato perteneciente o patrocinado por la @udipopular @RNchile @evopoli @PLRchile @PPD_Chile @PRSDChile @RDemocratica @elfrente_amplio @la_convergencia,1384721245049180160,es,2021-04-21T04:10:46.000Z,0,0,0,0,Yo APRUEBO Justo Sánchez,"",2011-10-01T17:02:45.000Z,"Dirigente Asociación Nacional de Funcionarios de Aduanas 
Andino de corazón, mi corazón ❤ siempre a la izquierda.",FALSE,jufesa1967
52541795,@grumpy_boris @la_convergencia @gonzalowinter @gabrielboric @GaelDiputada @Alo__arellano @ConySchon @mgoyenechea @pgselles @Naty_campusano @IgnacioAchurra Yo igual es a las 21,1384657720817692674,es,2021-04-20T23:58:20.000Z,0,0,1,0,César.Moya,"",2009-06-30T22:23:00.000Z,"Comunicador y Relacionador Público, agradecido de la vida y siempre tengo ganas de irme de vacaciones 😎 en Insta @chesarestore @eljardindelanana",FALSE,Cesarcmoya
52626317,@chickacko_kakan @Vielinuz Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/1TNX1kslZr,1384708442041069570,es,2021-04-21T03:19:53.000Z,1,0,2,0,Eduardo Villalobos #NuevaConstitucion,"",2009-07-01T03:58:23.000Z,Somos arquitectos de nuestro  propio destino,FALSE,edovillalobosf
52626317,@karenglavic @ElinaOliva Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/1TNX1kslZr,1384708339716837377,es,2021-04-21T03:19:29.000Z,0,0,0,0,Eduardo Villalobos #NuevaConstitucion,"",2009-07-01T03:58:23.000Z,Somos arquitectos de nuestro  propio destino,FALSE,edovillalobosf
52626317,@Hmolinamilman @ElinaOliva Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/1TNX1kslZr,1384708152000712704,es,2021-04-21T03:18:44.000Z,0,0,0,0,Eduardo Villalobos #NuevaConstitucion,"",2009-07-01T03:58:23.000Z,Somos arquitectos de nuestro  propio destino,FALSE,edovillalobosf
52626317,@pparcos1 @ElinaOliva Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/1TNX1kslZr,1384708102268796928,es,2021-04-21T03:18:32.000Z,0,0,0,0,Eduardo Villalobos #NuevaConstitucion,"",2009-07-01T03:58:23.000Z,Somos arquitectos de nuestro  propio destino,FALSE,edovillalobosf
52626317,@SilvioUgalde @ElinaOliva Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/yVGgznCAgu,1384695520736817157,es,2021-04-21T02:28:33.000Z,0,0,0,0,Eduardo Villalobos #NuevaConstitucion,"",2009-07-01T03:58:23.000Z,Somos arquitectos de nuestro  propio destino,FALSE,edovillalobosf
52626317,@jprojasporchile Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/1TNX1kslZr,1384707994148085760,es,2021-04-21T03:18:07.000Z,0,0,2,0,Eduardo Villalobos #NuevaConstitucion,"",2009-07-01T03:58:23.000Z,Somos arquitectos de nuestro  propio destino,FALSE,edovillalobosf
52626317,@GiorgioJackson Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/1TNX1kslZr,1384707897846898689,es,2021-04-21T03:17:44.000Z,0,0,0,0,Eduardo Villalobos #NuevaConstitucion,"",2009-07-01T03:58:23.000Z,Somos arquitectos de nuestro  propio destino,FALSE,edovillalobosf
