author_id,lang,text,id,created_at.x,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,name,username,description,url,created_at.y,location,verified
120396105,und,#TercerRetiroAfpONoHayVotos @sebastianpinera #variantepiñera @ivanmoreirab @mentiraslared @fuentesilva2 @ContgoenlManana @Camara_cl @Senado_Chile @ProvosteYasna @ximerincon @felipeharboe @biobio @Insulza @gabrielboric @SenadoresRN @diputadosudi @PamJiles @carolinagoic https://t.co/QtA59zAcrg,1384666257958572033,2021-04-21T00:32:16.000Z,0,0,0,0,tommy shelby,blaskhufu,"ni d izquierda ni d derecha,equilibrio,en todo orden d cosas,mi vida es mi familia,Cuando la verdad se digna venir,su hermana libertad no estará lejos.","",2010-03-06T09:16:34.000Z,chile,FALSE
120396105,und,#TercerRetiroAfpONoHayVotos @sebastianpinera #LaVariantePiñera @ivanmoreirab @mentiraslared @fuentesilva2 @ContgoenlManana @Camara_cl @Senado_Chile @ProvosteYasna @ximerincon @felipeharboe @Insulza @gabrielboric @SenadoresRN @diputadosudi @PamJiles @carolinagoic https://t.co/r0CkR41Ezg https://t.co/ISLFAwLnBK,1384676000127127554,2021-04-21T01:10:59.000Z,0,0,0,0,tommy shelby,blaskhufu,"ni d izquierda ni d derecha,equilibrio,en todo orden d cosas,mi vida es mi familia,Cuando la verdad se digna venir,su hermana libertad no estará lejos.","",2010-03-06T09:16:34.000Z,chile,FALSE
120396105,und,#TercerRetiroAfpONoHayVotos @sebastianpinera #variantepiñera @ivanmoreirab @mentiraslared @fuentesilva2 @ContgoenlManana @Camara_cl @Senado_Chile @ProvosteYasna @ximerincon @felipeharboe @biobio @Insulza @gabrielboric @SenadoresRN @diputadosudi @PamJiles @carolinagoic https://t.co/6aU3TbTRYn,1384666059169488897,2021-04-21T00:31:29.000Z,0,0,0,0,tommy shelby,blaskhufu,"ni d izquierda ni d derecha,equilibrio,en todo orden d cosas,mi vida es mi familia,Cuando la verdad se digna venir,su hermana libertad no estará lejos.","",2010-03-06T09:16:34.000Z,chile,FALSE
120396105,und,#TercerRetiroAfpONoHayVotos @sebastianpinera #variantepiñera @ivanmoreirab @mentiraslared @fuentesilva2 @ContgoenlManana @Camara_cl @Senado_Chile @ProvosteYasna @ximerincon @felipeharboe @biobio @Insulza @gabrielboric @SenadoresRN @diputadosudi @PamJiles @carolinagoic https://t.co/qvSLTFEKBn,1384675292107714560,2021-04-21T01:08:10.000Z,0,0,0,0,tommy shelby,blaskhufu,"ni d izquierda ni d derecha,equilibrio,en todo orden d cosas,mi vida es mi familia,Cuando la verdad se digna venir,su hermana libertad no estará lejos.","",2010-03-06T09:16:34.000Z,chile,FALSE
120396105,und,#TercerRetiroAfpONoHayVotos @sebastianpinera #LaVariantePiñera @ivanmoreirab @mentiraslared @fuentesilva2 @ContgoenlManana @Camara_cl @Senado_Chile @ProvosteYasna @ximerincon @felipeharboe @Insulza @gabrielboric @SenadoresRN @diputadosudi @PamJiles @carolinagoic https://t.co/tJxvHXgRmJ,1384676935037505539,2021-04-21T01:14:42.000Z,0,0,1,0,tommy shelby,blaskhufu,"ni d izquierda ni d derecha,equilibrio,en todo orden d cosas,mi vida es mi familia,Cuando la verdad se digna venir,su hermana libertad no estará lejos.","",2010-03-06T09:16:34.000Z,chile,FALSE
120396105,und,#TercerRetiroAfpONoHayVotos @sebastianpinera #variantepiñera @ivanmoreirab @mentiraslared @fuentesilva2 @ContgoenlManana @Camara_cl @Senado_Chile @ProvosteYasna @ximerincon @felipeharboe @biobio @Insulza @gabrielboric @SenadoresRN @diputadosudi @PamJiles @carolinagoic https://t.co/Dgl9bslr0w,1384674075419693064,2021-04-21T01:03:20.000Z,3,0,0,0,tommy shelby,blaskhufu,"ni d izquierda ni d derecha,equilibrio,en todo orden d cosas,mi vida es mi familia,Cuando la verdad se digna venir,su hermana libertad no estará lejos.","",2010-03-06T09:16:34.000Z,chile,FALSE
120396105,und,#TercerRetiroAfpONoHayVotos @sebastianpinera #variantepiñera @ivanmoreirab @mentiraslared @fuentesilva2 @ContgoenlManana @Camara_cl @Senado_Chile @ProvosteYasna @ximerincon @felipeharboe @biobio @Insulza @gabrielboric @SenadoresRN @diputadosudi @PamJiles @carolinagoic https://t.co/Tqo201fMuw,1384665526308417536,2021-04-21T00:29:21.000Z,0,0,0,0,tommy shelby,blaskhufu,"ni d izquierda ni d derecha,equilibrio,en todo orden d cosas,mi vida es mi familia,Cuando la verdad se digna venir,su hermana libertad no estará lejos.","",2010-03-06T09:16:34.000Z,chile,FALSE
120396105,und,#TercerRetiroAfpONoHayVotos @sebastianpinera #variantepiñera @ivanmoreirab @mentiraslared @fuentesilva2 @ContgoenlManana @Camara_cl @Senado_Chile @ProvosteYasna @ximerincon @felipeharboe @biobio @Insulza @gabrielboric @SenadoresRN @diputadosudi @PamJiles @carolinagoic https://t.co/YUYL86oC0M,1384673909124083713,2021-04-21T01:02:40.000Z,1,0,1,0,tommy shelby,blaskhufu,"ni d izquierda ni d derecha,equilibrio,en todo orden d cosas,mi vida es mi familia,Cuando la verdad se digna venir,su hermana libertad no estará lejos.","",2010-03-06T09:16:34.000Z,chile,FALSE
120396105,und,#TercerRetiroAfpONoHayVotos @sebastianpinera #variantepiñera @ivanmoreirab @mentiraslared @fuentesilva2 @ContgoenlManana @Camara_cl @Senado_Chile @ProvosteYasna @ximerincon @felipeharboe @biobio @Insulza @gabrielboric @SenadoresRN @diputadosudi @PamJiles @carolinagoic https://t.co/KK8c4Ci7Rt,1384665882304131073,2021-04-21T00:30:46.000Z,0,0,1,0,tommy shelby,blaskhufu,"ni d izquierda ni d derecha,equilibrio,en todo orden d cosas,mi vida es mi familia,Cuando la verdad se digna venir,su hermana libertad no estará lejos.","",2010-03-06T09:16:34.000Z,chile,FALSE
120396105,und,#TercerRetiroAfpONoHayVotos @sebastianpinera #variantepiñera @ivanmoreirab @mentiraslared @fuentesilva2 @ContgoenlManana @Camara_cl @Senado_Chile @ProvosteYasna @ximerincon @felipeharboe @biobio @Insulza @gabrielboric @SenadoresRN @diputadosudi @PamJiles @carolinagoic https://t.co/v8cPL606pr,1384674925047427077,2021-04-21T01:06:42.000Z,1,0,0,0,tommy shelby,blaskhufu,"ni d izquierda ni d derecha,equilibrio,en todo orden d cosas,mi vida es mi familia,Cuando la verdad se digna venir,su hermana libertad no estará lejos.","",2010-03-06T09:16:34.000Z,chile,FALSE
