author_id,id,text,created_at.x,lang,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,username,location,url,created_at.y,name,verified,description
1218842021126950912,1384718728424722432,"@maylwino Esta la caga en chile y está vieja, todavía preocupada por Maduro! Habrá los ojos señora!",2021-04-21T04:00:46.000Z,es,0,0,0,0,ScholerJa,"Darmstadt, Alemania","",2020-01-19T10:26:50.000Z,JAScholer,FALSE,"casada con dos Hijos, Secretaría de Profesión,apruebo todo el rato."
1219706775265521665,1384714860194373633,@exequiel877 @maylwino Touché,2021-04-21T03:45:24.000Z,fr,0,0,1,0,IllescaRoco,"","",2020-01-21T19:42:21.000Z,roco,FALSE,"dele nomás!!!
#apruebo
buscando a los mejores constituyentes"
1222608450376564744,1384710249588871168,@maylwino Vuelve a tu sarcófago vieja fea ctm,2021-04-21T03:27:04.000Z,es,0,0,0,0,BeatrizRuz3,"","",2020-01-29T19:52:36.000Z,Beatriz Ruz,FALSE,Animalista apruebo
1230350667161702402,1384713610094649344,@maylwino #ElPeorCongresoDeLaHistoria Una vergüenza total.,2021-04-21T03:40:26.000Z,es,0,0,0,0,DNellyP_2,"","",2020-02-20T04:37:41.000Z,Paulina,FALSE,"AMO MI FAMILIA, DIOS Y MI PATRIA.🇨🇱🇨🇱🇨🇱"
1238477013528260609,1384725489563193345,"@maylwino Esta vieja csm, no tiene moral para criticar al payaso de Navarro, ya siendo DC va donde calienta el sol y su caga de papa apoyo el golpe el viejo bastardo klo.",2021-04-21T04:27:38.000Z,es,0,0,0,0,Spiryyhotmailc1,"","",2020-03-13T14:48:34.000Z,gonza.b10,FALSE,Yo apruebo
1250802061270224898,1384717687327268867,"@maylwino no a la violencia, no a la dictadura.... DEMOCRACIA significa en primer lugar libertad y pluralismo...",2021-04-21T03:56:38.000Z,es,0,0,0,0,JoseFueyo2,"","",2020-04-16T15:04:07.000Z,Jose Fueyo,FALSE,"magallánico, pacifista, avancemos en unidad, ingeniero"
1256369097685770242,1384723173762023426,@maylwino Que Sr mas Ridiculo,2021-04-21T04:18:26.000Z,es,0,0,0,0,pantrotigro,"","",2020-05-01T23:45:27.000Z,pantro1,FALSE,""
1257140152784367618,1384716468009512961,@Rogeliosotosep1 @Enrique20094 @maylwino y el plan Z pfffffffff,2021-04-21T03:51:47.000Z,es,0,0,1,0,Rodrigo01539831,"","",2020-05-04T02:49:24.000Z,Rodrigo Kuhn,FALSE,""
1257140152784367618,1384715608177139712,@maylwino careraja en tu gobierno también violaron los DDHH....pfff careraja,2021-04-21T03:48:22.000Z,es,0,0,0,0,Rodrigo01539831,"","",2020-05-04T02:49:24.000Z,Rodrigo Kuhn,FALSE,""
1257140152784367618,1384715965942931457,@antoniohein @LaAbuelaDeHier1 @Enrique20094 @maylwino tal cuál fué,2021-04-21T03:49:47.000Z,es,0,0,1,0,Rodrigo01539831,"","",2020-05-04T02:49:24.000Z,Rodrigo Kuhn,FALSE,""
1263113388298625026,1384721173502648320,@maylwino Como se atreve siquiera hablar una mujer q le hizo tanto daño a los estudiantes igual q su padre hdp,2021-04-21T04:10:29.000Z,es,0,0,0,0,KENOSILVA13,"","",2020-05-20T14:24:49.000Z,KENOSILVA,FALSE,""
1267547487017078784,1384720183311351809,@juanpasaez @maylwino Un traidor y vendido Como todos los DC,2021-04-21T04:06:33.000Z,es,0,0,0,0,IcaroZuniga,"","",2020-06-01T20:04:18.000Z,Icaro Zúñiga,FALSE,"Colocolino, fuera B&N, justicia para el Neco y Moreno"
1286099180792971267,1384738701058756610,@RealidadNacion6 @maylwino Mojigatos cuIiaos liderados por la madre reina @maylwino,2021-04-21T05:20:08.000Z,es,0,0,0,0,don_pernil2,"","",2020-07-23T00:42:06.000Z,don Pernil,FALSE,Expropiador de seguidores
128627682,1384714094889013249,"@maylwino Y la sra aylwin hija de...., sin aportar nunca nada al país sigue aferrada a la política a pesar de no ser elegida por nadie!!!",2021-04-21T03:42:21.000Z,es,0,0,0,0,ahjimenezv,"Santiago, Chile","",2010-04-01T18:06:41.000Z,Alfredo Jimenez,FALSE,"I.C., ya cuarentón, trabajo para vivir, padre de mi Beatriz, separado, rock, vivo feliz....aun. Siempre por la izquierda, apruebo y cruzado hasta los huesos!!"
1303763734867972096,1384746673419821056,"@maylwino Cuando no tengamos más problemas de DDHH en nuestro país, podría ser prioridad los DDHH de Venezuela",2021-04-21T05:51:48.000Z,es,0,0,0,0,kaosparov,"","",2020-09-09T18:34:46.000Z,Julio Cesar,FALSE,"Ajedrecista, amante de la Historia, politólogo, cinefilo y todo en lo que se pueda discutir"
1304540648394158080,1384728189897949189,"@mavileslillo @ChumaKramer @RealidadNacion6 @maylwino Podrías definir el fascismo, por favor?",2021-04-21T04:38:22.000Z,es,0,0,0,0,AquiLiberal,"","",2020-09-11T22:01:54.000Z,Liberal De Aquí O De Allá,FALSE,"Todo lo que pienso lo digo, pero no todo lo que digo lo pienso."
1310797578364243968,1384720704994746371,@maylwino Weona facista vayase al sarcofago ahi estan las momias 😂😂🤣🤣,2021-04-21T04:08:37.000Z,es,0,0,0,0,Claudio7976019E,Chile,"",2020-09-29T04:26:17.000Z,ClaudioAPRUEBO,FALSE,Libertad... firmes y dignos
1316437723,1384711644723482625,"@maylwino Patricio Aylwin- conspirador, golpista y antiguo aliado de Augusto Pinochet - es elegido presidente de la república...",2021-04-21T03:32:37.000Z,es,1,0,1,0,danielchileno1,Chile,"",2013-03-30T13:16:56.000Z,El Daniel,FALSE,""
1318710653444608001,1384723733991022593,"@maylwino Estan dementes ,o vendidos",2021-04-21T04:20:39.000Z,es,0,0,0,0,Jfiguer90590699,"","",2020-10-21T00:29:08.000Z,Jfigueroa,FALSE,""
1332393732327559168,1384713256460247040,"@LaAbuelaDeHier1 @3mperatron41 @Enrique20094 @maylwino A ver,si ud va a dar una opinión o hablar de una supuesta certeza,lo más importante para no quedar de ignorante es investigar, en esa época el desabastecimiento fue provocado por los milicos,si hubiera existido ese supuesto desabastecimiento las cosas no aparecen dos días después",2021-04-21T03:39:01.000Z,es,0,0,2,0,Angelica_060971,"","",2020-11-27T18:40:24.000Z,Angelica_49,FALSE,""
134758664,1384710529575526400,@maylwino Vieja vendida,2021-04-21T03:28:11.000Z,es,0,0,0,0,jfralvarez,"","",2010-04-19T10:50:53.000Z,jaime alvarez,FALSE,medico ginecólogo chuncho. zurdisimo.
1347908880811122688,1384726507654979584,"@Eugenioelbarco @maylwino 😂😂😂, estos líderes de cartón solo predican",2021-04-21T04:31:41.000Z,es,1,0,1,0,HarveyS72812629,"","",2021-01-09T14:11:51.000Z,Harvey Specter,FALSE,"soy de derecha , si no le gusta pase de largo , no soporto webones 💚💚💚👮🏻‍♂️"
1349831178229067776,1384726304206082049,@maylwino #Nomascomunistasenchile,2021-04-21T04:30:52.000Z,und,0,0,0,0,Istambulmargar1,"","",2021-01-14T21:31:16.000Z,Istambulmargarita,FALSE,""
1352690728347041797,1384716444613611521,@RealidadNacion6 @maylwino No aweonao lo hacen por están aburridos facho ctm,2021-04-21T03:51:41.000Z,es,0,0,0,0,Alexis53996386,"Recoleta, Chile","",2021-01-22T18:53:10.000Z,Alexis,FALSE,conversamos de lo que quieras y cuando quieras
1357715494221058055,1384726978645925891,@maylwino Nuestro Congreso es un basurero!!,2021-04-21T04:33:33.000Z,es,0,0,0,0,Sandra20331512,"","",2021-02-05T15:39:50.000Z,Sandra,FALSE,""
1358238842168483847,1384714045345959936,@ignacio_kvh @maylwino @TomAylwin85 Tan demócrata q pidió a militares derrocar un gobierno democrático,2021-04-21T03:42:09.000Z,es,0,0,2,0,NaimCamila,"Santiago, Chile","",2021-02-07T02:19:41.000Z,Camila #JaduePresidente,FALSE,Ciudadana responsable
1378424146267365378,1384712520292786178,@maylwino Vieja weona care raja,2021-04-21T03:36:06.000Z,es,0,0,0,0,virus_gol,"Limache, Chile","",2021-04-03T19:11:42.000Z,El Virus del Gol,FALSE,"El deporte es la forma de superar los conflictos, ya sean personales internos y es el mecanismo dinámico y activo, para generar endorfinas, y ser felices."
1381675389131624451,1384718560036020224,@mavileslillo @RealidadNacion6 @maylwino Un bot amariconado hablándole a otro bot,2021-04-21T04:00:06.000Z,es,0,0,0,0,ChumaKramer,"","",2021-04-12T18:28:07.000Z,Chuma Kramer,FALSE,"Fracasado Refuerzo de Coquimbo Unido, aún debo unas contribuciones por un terrenito en el sur..."
