author_id,id,created_at.x,text,lang,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,created_at.y,username,name,verified,url,description
2935491537,1384709948836388867,2021-04-21T03:25:53.000Z,"@melnicksergio Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",es,0,0,0,0,2014-12-21T17:03:00.000Z,barriobenavente,BarrioBenavente,FALSE,"",""
2935491537,1384709904183828482,2021-04-21T03:25:42.000Z,"@baradit Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",es,0,0,0,0,2014-12-21T17:03:00.000Z,barriobenavente,BarrioBenavente,FALSE,"",""
2935491537,1384708431186116608,2021-04-21T03:19:51.000Z,"@tamypalma Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",es,1,0,1,0,2014-12-21T17:03:00.000Z,barriobenavente,BarrioBenavente,FALSE,"",""
2935491537,1384698884123938819,2021-04-21T02:41:55.000Z,"@chilevision Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",es,0,0,1,0,2014-12-21T17:03:00.000Z,barriobenavente,BarrioBenavente,FALSE,"",""
2935491537,1384723756489314307,2021-04-21T04:20:45.000Z,"@adnradiochile @pablochillanejo Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",es,0,0,0,0,2014-12-21T17:03:00.000Z,barriobenavente,BarrioBenavente,FALSE,"",""
2935491537,1384708219034116097,2021-04-21T03:19:00.000Z,"@elchedelosgays Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",es,0,0,0,0,2014-12-21T17:03:00.000Z,barriobenavente,BarrioBenavente,FALSE,"",""
2935491537,1384707381578321920,2021-04-21T03:15:41.000Z,"@melnicksergio Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",es,0,0,0,0,2014-12-21T17:03:00.000Z,barriobenavente,BarrioBenavente,FALSE,"",""
2935491537,1384708070345936903,2021-04-21T03:18:25.000Z,"@thecliniccl Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",es,0,0,1,0,2014-12-21T17:03:00.000Z,barriobenavente,BarrioBenavente,FALSE,"",""
2935491537,1384708012183625728,2021-04-21T03:18:11.000Z,"@baradit Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",es,0,0,1,0,2014-12-21T17:03:00.000Z,barriobenavente,BarrioBenavente,FALSE,"",""
2935491537,1384707915949486083,2021-04-21T03:17:48.000Z,"@ernestogarratt Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",es,0,0,0,0,2014-12-21T17:03:00.000Z,barriobenavente,BarrioBenavente,FALSE,"",""
2935491537,1384701662686859265,2021-04-21T02:52:57.000Z,"@jorgebecerra6 @PamJiles Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",es,0,0,0,0,2014-12-21T17:03:00.000Z,barriobenavente,BarrioBenavente,FALSE,"",""
2935491537,1384698332115787776,2021-04-21T02:39:43.000Z,"@chanolio Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",es,0,0,1,0,2014-12-21T17:03:00.000Z,barriobenavente,BarrioBenavente,FALSE,"",""
2935491537,1384710026300887041,2021-04-21T03:26:11.000Z,"@elchedelosgays @paulanarvaezo @PamJiles @Camara_cl Alguien aun no tiene claro que #Democracia y #Estado está secuestrado hace 30 años por una inutil #ClasePolitica y sus #PartidosPolíticos ? 

Quienes son : @PPD_Chile @PSChile @udipopular @RNchile @elfrente_amplio @PCdeChile @DiputadosDC @phumanista @PRadicalcl @Liberales_Chile",es,0,0,0,0,2014-12-21T17:03:00.000Z,barriobenavente,BarrioBenavente,FALSE,"",""
