author_id,created_at.x,text,id,lang,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,verified,name,username,created_at.y,location,url,description
2482949222,2021-04-20T15:25:42.000Z,"🗣| Participa junto a @fernandopaulsen @ChicoPenailillo y @RodrigoGomez68
El lanzamiento de la Superliga Europea tiene a todo el mundo atento y ha causado distintas reacciones. ¿Qué te parece este cambio en las competencias europeas?   🤔🏆

Comenta con #MetrópolisSuperliga",1384528711379206150,es,3,12,3,0,FALSE,La Clave,radiolaclave,2014-05-08T00:28:59.000Z,"Santiago, Chile",https://t.co/FpASx8MzV0,"Cuenta oficial de Radio La Clave 92.9 FM en Santiago
La Clave, Me Escucha🎙"
249907469,2021-04-20T22:53:59.000Z,@clodeth17262973 @CNNChile @fernandopaulsen si necesitas buscar un empate....,1384641525691207684,es,0,0,0,0,FALSE,Totys #renunciapiñeraasesino 🦊🦊,Rotsssy,2011-02-10T01:10:32.000Z,"","",QUEMEMOS EL MIEDO 💚💪
258964840,2021-04-20T02:38:01.000Z,Gracias @fernandopaulsen https://t.co/CTWKpvAte8,1384335516615815170,es,0,0,1,0,FALSE,Victor Edmundo,Victor3dmundo,2011-02-28T21:55:36.000Z,"La Serena, Regionalista","",#Talcahuano #PuertoMontt #SanMiguel #LaSerena
2668579955,2021-04-20T04:33:56.000Z,👏👏👏👏👏👏👏 @fernandopaulsen https://t.co/2xH6WV3Hy9,1384364689048625154,und,0,0,0,0,FALSE,David,reich_david,2014-07-03T17:16:11.000Z,"Santiago, Chile","","Ing. en Informática 🤓💻|
👨‍👨‍👧‍👦 Papá x2 |⚽️ Universidad de Chile | Agnóstico | Quiero conocer el espacio y visitar Marte | #Apruebo #NuevaConstitución"
271662855,2021-04-19T21:00:27.000Z,"En las duras, siempre @fernandopaulsen anota. https://t.co/YEoGYlMOnR",1384250563190157317,es,1,0,1,0,FALSE,JS Gumucio,jsgumucio,2011-03-24T23:30:51.000Z,"","",Abogado laboralista U. de Chile.Académico. Chuncho.
2948324141,2021-04-20T18:46:10.000Z,"efecto @fernandopaulsen en T0??,,,@chilevision @tv_monica https://t.co/iMqwyb3L1d",1384579160220241922,es,0,0,0,0,FALSE,Ariel Quinteros,ArielHipotester,2014-12-29T03:40:38.000Z,"","","Cuando me apuntes con el dedo, recuerda que hay tres que te están apuntando a ti"
2994296248,2021-04-20T02:34:55.000Z,@rafa_cavada @fernandopaulsen Como siempre.,1384334736965836801,es,1,0,1,0,FALSE,Rodrigo Flaño,TwiteroNonStop,2015-01-23T15:04:48.000Z,"pancho, san antonio ,santiago","","Twitter me enseñó que todo lo malo se transforma. 
Las palabras son más potentes que las balas!
No + violaciones a los DDHH en chile!
Kpop lovers y cosmonauta."
3315691330,2021-04-20T12:55:28.000Z,@albertolarrains @candido_res @Ultima_Mirada @fernandopaulsen https://t.co/uQf92tUObO,1384490901607755779,und,0,0,0,0,FALSE,Guillermo Quiroz,terceraviaciuda,2015-06-09T19:10:18.000Z,"Puente Alto, Chile","",En tercera via ciudadana Observó y medito mejorar mi país aunque algunos me vean como un patipelado
3359682928,2021-04-20T01:40:16.000Z,@albertolarrains @Ultima_Mirada @fernandopaulsen Le envié un mensaje!,1384320984631717890,es,0,0,0,0,FALSE,Lorena,lorenapcastro6,2015-07-05T00:41:26.000Z,"","","me gusta el día, trotar en las mañanas, apreciar un lindo amanecer y golosear."
349409292,2021-04-20T07:57:16.000Z,"@albertolarrains @RebeldeErrante @fernandopaulsen El Invierno, el frío va agudizar el sentimiento de soledad y de angustia en la gente !!",1384415859221929987,es,0,0,0,0,FALSE,Rodrigo _ Fernández,r_fernandez_g,2011-08-06T02:00:29.000Z,Santiago / Chile,"","Solterólogo, Rescatólogo, Cuarentólogo, Wiskólogo y Cocinólogo!  #Apruebo"
35290230,2021-04-20T01:45:04.000Z,"Lo único que le faltó el gran @fernandopaulsen, como lo dijo una vez él mismo, en vivo en la radio @radiolaclave en su programa #combinacionclave ""ándate a la concha de tu madre""¡¡¡ https://t.co/Ugg56NGQ5F",1384322189164437506,es,3,0,12,0,FALSE,Daniel Perez,danielperezl,2009-04-25T19:35:38.000Z,Santiago de Chile,"","Socio de pymes e ingeniero. Interesado en temas políticos, económicos, sociales, otros. No milito, hablo por mí. Like o rt no implica mi adhesión, necesaria%."
362453370,2021-04-20T00:44:51.000Z,@PaulinaAstrozaS @fernandopaulsen Extraordinario!!!!!,1384307036012236801,es,0,0,2,0,FALSE,Humberto Ramirez,Hramirez2611,2011-08-26T12:34:57.000Z,"","",""
362518513,2021-04-19T20:57:16.000Z,@PaulinaAstrozaS @fernandopaulsen @DownloaderBot,1384249764481437702,und,0,0,0,0,FALSE,Ogazčşenkø,Ogazcsenko,2011-08-26T14:48:23.000Z,L. A.,"","'Uno hiere susceptibilidades'
Sucupirense
Cenosilicafobico"
369493415,2021-04-20T00:48:38.000Z,"Siempre habrá gente q critique a Paulsen, por lo menos a mi me agrada como habla y expresa lo q piensa sobre la situación país.
Hay gente q les molesta y critica, pero siempre serán los q les duele cuando se dice la verdad ...
@fernandopaulsen https://t.co/rPVeS4ZD7q",1384307989826482178,es,0,0,0,0,FALSE,Yas #PapitoTeAmo♥,yascel78,2011-09-07T13:12:18.000Z,"Stgo,Chile","","♏Hija de Grandes Guerreros,q hoy son mis 😇 😇,Amo a Mi Hijo y a Mis Padres .Aprendí a vivir el día a día.Enamorada hasta la medula de mi colombiano 😍😘❤♎"
38319631,2021-04-20T22:59:04.000Z,@uchileradio @TonkaTP @sergiolagos @carolaurrejola @ContgoenlManana @fernandopaulsen https://t.co/pA8NlMExa2,1384642805151244288,und,0,0,0,0,FALSE,Izakiohead,Izakiohead,2009-05-07T00:27:54.000Z,Santiago de Chile,"","Amante de los libros, la musica y las demandas sociales. Usachino, Profe de Historia. Izquierdoso no partidista. Nunca a la derecha!"
41766743,2021-04-19T23:42:26.000Z,@InesdeChile @Dpm_Chile2020 @pautalibrelared @LaRedTV @24HorasTVN @CNNChile @CHVNoticias @tv_monica @DMatamala @rodrigosepu @fernandopaulsen Sí. A través del consorcio Quiñenco controla el 58% del Banco.,1384291328893227013,es,0,1,0,0,FALSE,♬𝕴𝖗𝖔𝖓 𝕹𝖆𝖎𝖉𝖊𝖓 ♬,Fidelsaavedrab,2009-05-22T06:28:22.000Z,"Santiago, Chile","","Cine, música, libros, arte, ciencia y otras yerbas. Ex Replicante. La fuerza está conmigo o sinmigo."
41766743,2021-04-19T23:44:20.000Z,"@InesdeChile @Dpm_Chile2020 @pautalibrelared @LaRedTV @24HorasTVN @CNNChile @CHVNoticias @tv_monica @DMatamala @rodrigosepu @fernandopaulsen Como la mayoría de la banca chilena. Ah, pero para cobrar si te atrasas, vuelan.",1384291806204940291,es,0,0,0,0,FALSE,♬𝕴𝖗𝖔𝖓 𝕹𝖆𝖎𝖉𝖊𝖓 ♬,Fidelsaavedrab,2009-05-22T06:28:22.000Z,"Santiago, Chile","","Cine, música, libros, arte, ciencia y otras yerbas. Ex Replicante. La fuerza está conmigo o sinmigo."
4191607577,2021-04-19T22:09:11.000Z,Qué dolorosamente certero! grande @fernandopaulsen https://t.co/aie2hkDfh0,1384267864006295555,es,7,0,11,0,FALSE,Paulo San Martín,PauloSanMartn1,2015-11-15T05:14:46.000Z,"Concepción, Chile","","Papá de Amanda Inara ❤️ - Persona - Arquitecto, -penquista - amante de la política, el arte.
Candidato a Constituyente por LISTA I en el Distrito 20 
@indbiobio"
43187669,2021-04-19T21:36:28.000Z,@rafa_cavada @fernandopaulsen 👏🏽👏🏽👏🏽👏🏽👏🏽,1384259628335210502,und,0,0,0,0,FALSE,Jurel Tipo Salmón,ijimenez1967,2009-05-28T20:20:55.000Z,"Santiago, Chile",https://t.co/JTU2ZMsdzV,-They say the meek shall inherit the earth.                             - Life is what happens to you while you’re busy making other plans.
43243139,2021-04-20T05:18:29.000Z,"@luis28551025 @CNNChile @fernandopaulsen Lo dijo alrevez, le puede pasar a cualquiera... La gravedad es un tercio y la.densidad es un 1%",1384375897420095491,es,0,0,1,0,FALSE,neo cortex,ne_cortex,2009-05-29T01:39:53.000Z,"","",Quiero destruir a Crash bandicoot
43243139,2021-04-20T05:20:46.000Z,"@CNNChile @fernandopaulsen Sinceramente me da pena haber nacido tan pronto, me encantaria poder llegar a ver una sociedad marciana, ver los viajes espaciales como una realidad... Hay tanto que no veremos https://t.co/3w8HSEbbIw",1384376474036281346,es,0,0,1,0,FALSE,neo cortex,ne_cortex,2009-05-29T01:39:53.000Z,"","",Quiero destruir a Crash bandicoot
4336175069,2021-04-21T05:46:47.000Z,"@fernandopaulsen un humilde homenaje 
https://t.co/aC9PJNOEgH",1384745407981436930,es,0,0,0,0,FALSE,Ancestral Foto Arte,Ancestralfoto,2015-12-01T04:40:58.000Z,"Santiago, Chile",https://t.co/Mxb7QqWAGg,"Fotografía de desnudo, boudoir, erotica en Santiago y Valparaíso. @ancestral_foto_arte en Instagram."
43462928,2021-04-19T20:52:34.000Z,@veropardo_provi @fernandopaulsen @CNNChile Es tan trágico y triste 🥺,1384248580328681472,es,0,0,0,0,FALSE,laura baeza quintana,lbaeza,2009-05-30T02:29:56.000Z,"San Clemente, Maule","","A punto de llegar 🌋
#TodesSomosMapuche
#ConvenciónContituyente
#LosNiñosPrimero"
4386550935,2021-04-20T01:53:42.000Z,@MaxPichi_2 @Mister_Wolf_0 @fernandopaulsen @Tolerancia0 Lo calculan desde que empezó la pandemia,1384324365546885121,es,0,1,0,0,FALSE,Miguel Avendaño,maab8842,2015-12-05T20:32:30.000Z,"Santiago, Chile","","Ingeniero CI, dos máster, docente de educación superior por más de 30 años, buen lector, librepensador, con respeto a todas las personas y demás seres vivos."
49473471,2021-04-20T00:54:52.000Z,"No puedo entender como el BC sabe q el 40% de los retiros de la AFP están en ctas corrientes, rut o similares. ¿tiene el BC información de cuanto $ y su procedencia tenemos cada uno? 
Me iluminan? @alejandramatus @DMatamala @fernandopaulsen @mirkomacari @mirnaschindler",1384309557539835904,es,1,0,2,0,FALSE,NO al TPP11,petrakios,2009-06-22T00:01:59.000Z,"Peñalolén, Chile","","No hay tal cosa como ""estos tiempos"". Todos los tiempos alguna vez fueron ""estos tiempos""."
495388094,2021-04-21T03:40:50.000Z,@CNNChile @fernandopaulsen 50% de las licencias son x salud mental?,1384713712410533888,es,0,0,0,0,FALSE,Italo L,Il_pastel,2012-02-17T22:29:31.000Z,"","","Inquieto, degustador de buena música. Médico. Residente de Salud Pública. #saludpública #funk #soul #jazz"
51650922,2021-04-20T12:17:46.000Z,@absurdidez @fernandopaulsen Lo máximo. Deberíamos ser buenas fanes y hacernos poleras de I ❤️Felisa,1384481413332971521,es,0,1,1,0,FALSE,Nacida y Criada,amayarojasarnal,2009-06-28T04:33:47.000Z,"","","“Quien es feminista y no es de izquierda, carece de estrategia. Quien es de izquierda y no es feminista, carece de profundidad” Rosa Luxemburgo / YO APRUEBO"
51650922,2021-04-20T12:54:13.000Z,@absurdidez @fernandopaulsen Feñita!*,1384490589002117122,es,0,0,0,0,FALSE,Nacida y Criada,amayarojasarnal,2009-06-28T04:33:47.000Z,"","","“Quien es feminista y no es de izquierda, carece de estrategia. Quien es de izquierda y no es feminista, carece de profundidad” Rosa Luxemburgo / YO APRUEBO"
526401507,2021-04-20T11:25:53.000Z,@fernandopaulsen #ToleranciaCero Tan triste como claro... https://t.co/OMnYwleMXU,1384468360575000581,es,0,0,0,0,FALSE,Alejandro Ringeli,ARingeli,2012-03-16T13:34:56.000Z,Santiago de Chile,"","🥋 Budoka•Runner•Ciudadano•Casado c/ una✨Elemental✨•Ing.•Donante•Cantante d Ducha•Silvador Prof.•Foodie lover•🍷Oui, Merlot s'il vous plaît•🇨🇱🇨🇭🇫🇷"
591362468,2021-04-20T00:03:15.000Z,@CNNChile @fernandopaulsen De CNN al club de la comedia sin escalas... 🙄🙄,1384296566249332743,es,0,0,0,0,FALSE,Jorge Riber 🇩🇰,MX1JRP,2012-05-27T00:11:22.000Z,"","","“Entre los individuos, como entre las naciones, el respeto al derecho ajeno es la paz” B. Juárez. Orgulloso papá. Remember the Titans."
598711219,2021-04-20T17:08:43.000Z,@radiolaclave @fernandopaulsen @ChicoPenailillo @RodrigoGomez68 Es bastante discriminación le afecta a los clubes pequeños. #MetrópolisSuperliga,1384554635613163526,es,0,0,0,0,FALSE,JAIME PÉREZ,pisis20022000,2012-06-03T22:18:44.000Z,talagante,"","aficionados de National Geographic, fanáticos de monedas y billetes y de @CSDColoColo ."
598711219,2021-04-20T17:09:19.000Z,"@radiolaclave @RodrigoGomez68 @ChicoPenailillo @fernandopaulsen Saludos, escuchado #MetrópolisSuperLiga",1384554787795087366,es,0,0,1,0,FALSE,JAIME PÉREZ,pisis20022000,2012-06-03T22:18:44.000Z,talagante,"","aficionados de National Geographic, fanáticos de monedas y billetes y de @CSDColoColo ."
61935146,2021-04-21T04:54:55.000Z,@CNNChile @fernandopaulsen Tiembla Crespo !,1384732356553154560,es,0,0,0,0,FALSE,Sergio Jaña Chávez #AprobéconCC,serjach,2009-08-01T02:10:54.000Z,Concepción Chile,"",Concepción.
624105094,2021-04-20T03:09:04.000Z,Vieron esta editorial de @fernandopaulsen ⁉️ No pudo ser más claro‼️ https://t.co/tblL4jmN23,1384343330893484034,es,0,0,0,0,FALSE,Pablo Silva Amaya #GobernadorOhiggins - YN 202,PabloSilvaAmaya,2012-07-01T21:27:58.000Z,"Rancagua, Chile",https://t.co/Attkbaadt6,"Padre de 6 lindos hijos, esposo, servidor público y Candidato a Gobernador por la Región de O'Higgins #PorTiPorOhiggins"
63559112,2021-04-20T20:58:11.000Z,"@rafa_cavada @fernandopaulsen Lo cierto es que Chile fue de los países que más invirtió como porcentaje del PIB, buena columna pero sin base https://t.co/a8jQL1kAr1",1384612381372858368,es,0,0,0,0,FALSE,Esteban Rayo,estebanrayo,2009-08-06T22:28:02.000Z,"Santiago, Chile","",Estudiante de Maestría en Políticas Públicas. Ex asesor palamentario
66252519,2021-04-20T15:09:53.000Z,"@fernandopaulsen a propósito de control de precios, el gobierno militar lo mantuvo en algunos productos... https://t.co/PtCJ3u9q1J",1384524731353866240,es,0,0,0,0,FALSE,edgardolovera,edgardolovera,2009-08-17T02:22:48.000Z,temuco,https://t.co/GbNPiszGiH,Candidato constituyente XA-13 Distrito#23 Partido Ecologista Verde  (Temuco-Padre Las Casas-Imperial-Carahue-Saavedra-Villarrica-Pucón-Tolten-Pitrufquen-Cunco )
801756970692837377,2021-04-20T02:57:59.000Z,Mas Paulsen 👏👏👏 @fernandopaulsen https://t.co/ag5TSru94H,1384340540808785924,pt,0,0,0,0,FALSE,Sol Chaiten 💖🌈🌻☔,solchaiten,2016-11-24T11:58:52.000Z,En la magia del sur Chile ,"","Jamas pensé ser testigo d la historia en Pandemia covib

Que el universo nos proteja💫💗🍀

Cada día observo miro y doy gracias"
822553996904857604,2021-04-20T00:02:56.000Z,@fernandopaulsen  Más del 95% de la existencia informativa en Chile está en manos de EMOL y COPESA dueños de esa gran ubre q es el avisaje fiscal https://t.co/GAuYYGY3qo,1384296489237630976,es,4,0,5,1,FALSE,Arturo A Muñoz,artamumu,2017-01-20T21:18:50.000Z,"","","Profesor de Historia, Geografía y Educación Cívica (Univ. de Chile); 
Asistente Social (Univ. de Chile).
Novelista, Columnista 
Nieto de inmigrantes"
822553996904857604,2021-04-20T22:55:36.000Z,"@fernandopaulsen  Gobierno, empresarios, FFAA…¿quién manda a quién? https://t.co/zPP8yzoQQD",1384641931532197896,es,0,0,0,0,FALSE,Arturo A Muñoz,artamumu,2017-01-20T21:18:50.000Z,"","","Profesor de Historia, Geografía y Educación Cívica (Univ. de Chile); 
Asistente Social (Univ. de Chile).
Novelista, Columnista 
Nieto de inmigrantes"
850167469,2021-04-20T12:19:52.000Z,"@PaulinaAstrozaS @fernandopaulsen La focalizacion es una mentira populista más... igual que el tercer retiro... la suma de todo, izquierda y derecha nos tiene  cagados",1384481943878836229,es,0,0,0,0,FALSE,Paz Rojas,chiquis_paz,2012-09-28T00:01:26.000Z,"","",""
857721037412335616,2021-04-19T21:06:23.000Z,@ese es mi profe @fernandopaulsen 👏🏻👏🏻👏🏻👏🏻 https://t.co/cIrIR04wxN,1384252058253991940,es,0,0,0,0,FALSE,Ana Maria Zurita 🌻,AnaMariaZurita2,2017-04-27T22:20:05.000Z,"Santiago, Chile",https://t.co/iR56UJBQBf,Obrera del espectáculo | Cinefila | Socia de @Zuritapress #SoyDonante 🇨🇱
903049842615832576,2021-04-19T21:26:21.000Z,@PaulinaAstrozaS @fernandopaulsen Y así. Mismo. Con ese rechazo.   Le decimos a este gobierno de mierda.      Se viene el terror. De las marchas.  Así k todo lo k pase.  Con las tiendas . Y los demáces.  Es solo culpa  de Piñera.   Así k ay tienes. Piñera. Ctm,1384257082984046597,es,0,1,4,0,FALSE,Franco El perron,FrancoM92882509,2017-08-31T00:20:35.000Z,"Santiago, Chile","","Soy un joven luchador x los derechos de mi pais
Y amigo de mis amigos   para ayudar a quien sea"
92592477,2021-04-20T16:48:54.000Z,"Hoy estuvo Ricardo Montero Allende @Rmontero_, mi candidato a Constituyente, conversando con @fernandopaulsen y A. Petermann en @radiolaclave. Un interesante diálogo sobre el cambio constitucional que dará un nuevo rumbo a Chile! #CombinacionClave 📻
https://t.co/7trzD59hH3",1384549647193104385,es,0,0,0,0,FALSE,Angelo Fuentealba F.,afuentealbaf,2009-11-25T19:24:48.000Z,"Cauquenes, Chile",https://t.co/FgCa7vVm7a,"Ni poderoso ni influyente. Tweets de política y música.
Miro el mundo desde la izquierda y camino x la vereda del @pschile✊ Enamorado de mi @SofiaMunoz_R 💞👫"
