author_id,id,created_at.x,lang,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,name,description,url,created_at.y,username,verified
1285228867649769477,1384731757862326277,2021-04-21T04:52:32.000Z,es,"ES IMPERDIBLE, para que vean el real sentido del humor de los zurdos-progres !!! @T13 @Bienvenidos13 #ContigoCHV @TVN @BuenosDiasTVN @melnicksergio @joseantoniokast @ivanmoreirab @DraMLCordero @MaherIsi https://t.co/E7KU0t9kw9",1,0,0,0,Alle,"","",2020-07-20T15:03:59.000Z,Alle08452167,FALSE
1288517849900888064,1384729003794239488,2021-04-21T04:41:36.000Z,es,"@Jack_Eterno @melnicksergio @Ljumberg @GobiernodeChile Jack. Comparto, que se salve solito",1,1,1,0,V1cente #SoyDel22%,"Era @V1cente, pero los niños que piensan distinto me bloquearon, #SoydeDerecha #AntiZurdos #AntiComunista","",2020-07-29T16:52:56.000Z,V1cente_v2,FALSE
1293026534987575296,1384734418254942208,2021-04-21T05:03:07.000Z,es,"@melnicksergio La izquierda acusó al gobierno más de 8 veces en el TC. Basándose en mentiras, calumnias y montaje de la peor calaña. Son lo peor de lo peor, y ojalá que la gente no se deje engañar y eche su voto en las próximas elecciones presidnciales y de constituyentes a la basura.",0,0,0,0,Badyvillar,La imaginación,"",2020-08-11T03:29:03.000Z,Badyvillar1,FALSE
1299591600822267906,1384752587702943744,2021-04-21T06:15:19.000Z,es,"@melnicksergio Sergio, Garfield.  te estimo, que pasa si piñera propone el 3er retiro y un aumento de aporte del empleador estado y trabajador 1% más, evita esto? se recuperan las pensiones y chilenos retiran lukas?",0,0,0,0,Thanos,"","",2020-08-29T06:16:07.000Z,thanos_siempre,FALSE
131344591,1384739138377863168,2021-04-21T05:21:52.000Z,es,@melnicksergio Que desprestigio más grande es el que este Senado se ha auto inferido a sí mismo. La gente de a pie como nosotros hace mucho tiempo sentimos un profundo desprecio por el @senadodechile y la  @Camara_cl,0,0,0,0,Hector Torres,"por la defensa de Chile ante la intolerancia y la destrucción de nuestra democracia, sociedad y economía . Bullanguero, corazón azul.","",2010-04-10T00:43:57.000Z,htorres,FALSE
1354104003160895490,1384733031668269058,2021-04-21T04:57:36.000Z,es,"@melnicksergio Después de entregarle en bandeja el país a la izquierda , no ayudar a las víctimas del 18/0 (pymes) dejar a la Araucanía en manos del terrorismo.
Perdón pero yo no puedo apoyar a un cobarde !!",0,0,0,0,Dany💚,"Amor por 🚴‍♀️🏊‍♀️🏃‍♀️
 💚
No hay cosa más estupida que ser JafueLovers 🤯🔫
Cuenta 2","",2021-01-26T16:29:12.000Z,LpontD,FALSE
1356453463304130561,1384738241648152576,2021-04-21T05:18:18.000Z,es,"Altercado premeditado por un delincuente, debe ser d los mismos
promotores pa hacer desaparecer
personas inocentes asesinando 
rostros, mentiras, así trabaja el
Neoleninista Castrista la red lo es.
@sergioulloa1 @melnicksergio
@gene_llerena @ChileUnidoAvan3 https://t.co/dtS4FTMZpN",0,0,0,0,Alfonso ☀️🇨🇱☀️🌾🌎👁️☀️,Libertad chilena genuina; no hago trato con traidores a 🇨🇱🌎😷💚💚💚🇨🇱🙋Alf...,"",2021-02-02T04:05:30.000Z,Alfonso15788812,FALSE
1363347533578317826,1384738008688103426,2021-04-21T05:17:23.000Z,es,@melnicksergio Mateo 26:15,0,0,0,0,isaac,+ Libertad - Estado,"",2021-02-21T04:39:30.000Z,isaac22624335,FALSE
1363347533578317826,1384729219863830528,2021-04-21T04:42:27.000Z,es,"@melnicksergio La izquierda está en la lógica de “my way or the highway. Bajo amenaza de suma violencia. Mientras se auto designan superioridad moral e intelectual, denostando a cualquiera que opine distinto a través de la legitimación de la violencia. Esto está muy mal y va a terminar peor.",0,0,0,0,isaac,+ Libertad - Estado,"",2021-02-21T04:39:30.000Z,isaac22624335,FALSE
1363347533578317826,1384729965292396545,2021-04-21T04:45:25.000Z,es,"@rodrigoechi @melnicksergio Yo creo que lo sabes muy bien y estás intentando hacerte el inteligente. En todo caso es irrelevante. Lo relevante es que si se trata de saber escuchar, te aconsejo eso mismo. Escucha; si violas la constitución puede ser un boomerang, ya pasó antes, no avales que pase de nuevo.",0,0,0,0,isaac,+ Libertad - Estado,"",2021-02-21T04:39:30.000Z,isaac22624335,FALSE
